,useridentifier,headers.x-session-id,id,event,timestamp,feed
7182,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/,,2021-05-20 10:32:07.949,
7193,60a5daf60da2c6793191eac5,MC4wZnI4dTg0NDZ1cQ==,/mobile-cases/rfp,,2021-05-20 14:33:45.371,
7230,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5qNG1sdWszMDZwYQ==,/fn/nop,screen_view_cp,2021-05-20 08:33:21.619,"{'screen_name': 'cp', 'filters': ''}"
7301,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/nop,screen_view_cp,2021-05-20 10:32:03.098,"{'screen_name': 'cp', 'filters': 'cid~1800'}"
7334,60a5daf60da2c6793191eac5,MC4wZnI4dTg0NDZ1cQ==,/fn/,,2021-05-20 14:33:41.299,
7361,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5jeHU5aDA4ZTBhbA==,/fn/nop,screen_view_hp,2021-05-20 08:33:26.846,"{'screen_name': 'hp', 'filters': 'page~0'}"
7447,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/nop,screen_view_lp,2021-05-20 10:31:58.197,"{'screen_name': 'lp', 'filters': 'brand~oneplus,cid~1101,model~oneplus-7t'}"
7456,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4ydGZtMW50dnFubw==,/fn/nop,screen_view_hp,2021-05-20 08:33:37.832,"{'screen_name': 'hp', 'filters': 'page~0'}"
7463,60a5daf60da2c6793191eac5,MC4wZnI4dTg0NDZ1cQ==,/dailyobjects-sky-gradient-glass-case-cover-for-samsung-galaxy-m20/dp,,2021-05-20 14:34:11.509,
7516,60a5daf60da2c6793191eac5,MC4wZnI4dTg0NDZ1cQ==,/fn/nop,screen_view_dp,2021-05-20 14:33:19.800,"{'screen_name': 'dp', 'filters': 'pid~PLN-GLAS-LIG-SMO-DOB-SS-GLS20FE'}"
7663,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/pagination,,2021-05-20 08:34:01.892,
7698,60a5daf60da2c6793191eac5,MC4wZnI4dTg0NDZ1cQ==,/fn/nop,screen_view_dp,2021-05-20 14:34:38.124,"{'screen_name': 'dp', 'filters': 'pid~GLAS-CAMO-LINE-DOB-AP-IPH11'}"
7729,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5jeHU5aDA4ZTBhbA==,/fn/nop,screen_view_cp,2021-05-20 08:33:25.880,"{'screen_name': 'cp', 'filters': ''}"
7736,60a5daf60da2c6793191eac5,MC4wZnI4dTg0NDZ1cQ==,/mobile-cases/rfp,,2021-05-20 14:33:42.270,
7744,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5hdmd0NzhuejVmOA==,/home-office/cp,,2021-05-20 08:34:10.736,
7746,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/nop,screen_view_rfp,2021-05-20 10:32:08.318,"{'screen_name': 'rfp', 'filters': 'cid~1801,rf~brand'}"
7786,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4ydGZtMW50dnFubw==,/fn/nop,screen_view_cp,2021-05-20 08:33:35.612,"{'screen_name': 'cp', 'filters': ''}"
7825,60a5daf60da2c6793191eac5,MC4wZnI4dTg0NDZ1cQ==,/fn/bag/add,add_to_cart,2021-05-20 14:34:10.908,"{'currency': 'INR', 'value': 999, 'items': [[{'key': 'item_id', 'value': 'PLN-GLAS-SKY-GRA-DOB-SS-GLM20', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Sky Gradient Glass Case Cover For Samsung Galaxy M20', 'type': 'STRING'}, {'key': 'item_category', 'value': '1101', 'type': 'STRING'}, {'key': 'price', 'value': 999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
7831,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5qNG1sdWszMDZwYQ==,/designer-cases/samsung/galaxy-s20-fe,,2021-05-20 08:33:20.752,
7834,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5hdmd0NzhuejVmOA==,/fn/nop,screen_view_cp,2021-05-20 08:34:11.206,"{'screen_name': 'cp', 'filters': 'cid~1700'}"
7862,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,screen_view_lp,2021-05-20 08:34:06.546,"{'screen_name': 'lp', 'filters': 'cid~1203'}"
7890,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xMTVmZGFza3R2Y2I=,/fn/nop,screen_view_cp,2021-05-20 08:34:18.523,"{'screen_name': 'cp', 'filters': ''}"
7964,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/pagination,,2021-05-20 08:34:08.710,
7997,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5hdmd0NzhuejVmOA==,/fn/nop,screen_view_cp,2021-05-20 08:34:09.695,"{'screen_name': 'cp', 'filters': ''}"
8001,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,screen_view_hp,2021-05-20 08:33:49.960,"{'screen_name': 'hp', 'filters': 'page~0'}"
8057,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5tZjZ4cWM1N2g0,/fn/nop,screen_view_lp,2021-05-20 08:34:30.911,"{'screen_name': 'lp', 'filters': 'cid~1104'}"
8106,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,Y4/qRgIbsFjMl3AG+Fat0sO2BRpTorSqitSvtzBo8ds=,/fn/nop,screen_view_hp,2021-05-20 07:31:49.285,"{'screen_name': 'hp', 'filters': 'page~0'}"
8151,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,screen_view_dp,2021-05-20 08:34:40.528,"{'screen_name': 'dp', 'filters': 'pid~OLIV-AND-MUST-DOBTOT-BAG'}"
8152,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4ydGZtMW50dnFubw==,/designer-collections/dailyobjects/screen-guard,,2021-05-20 08:33:36.585,
8313,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/tote-bags/lp,,2021-05-20 08:34:37.189,
8319,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/nop,screen_view_cp,2021-05-20 10:32:02.982,"{'screen_name': 'cp', 'filters': 'cid~1800'}"
8335,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,screen_view_lfp,2021-05-20 08:34:24.744,"{'screen_name': 'lfp', 'filters': 'cid~2002'}"
8472,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xMTVmZGFza3R2Y2I=,/bags-and-sleeves/dailyobjects/pouches,,2021-05-20 08:34:17.857,
8572,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5tZjZ4cWM1N2g0,/fn/nop,screen_view_cp,2021-05-20 08:34:29.805,"{'screen_name': 'cp', 'filters': ''}"
8584,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/crossbody-bags/lp,,2021-05-20 08:35:00.978,
8602,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/,,2021-05-20 08:34:55.772,
8640,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xMTVmZGFza3R2Y2I=,/fn/nop,screen_view_lp,2021-05-20 08:34:20.746,"{'screen_name': 'lp', 'filters': 'cid~1301'}"
8647,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5jeHU5aDA4ZTBhbA==,/designer-collections/dailyobjects/screen-guard,,2021-05-20 08:33:24.647,
9083,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,Y4/qRgIbsFjMl3AG+Fat0sO2BRpTorSqitSvtzBo8ds=,/fn/nop,screen_view_hp,2021-05-20 07:31:49.293,"{'screen_name': 'hp', 'filters': 'page~1'}"
9119,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,screen_view_lfp,2021-05-20 08:34:27.992,"{'screen_name': 'lfp', 'filters': 'cid~2002,collection~stripes'}"
9132,60a5daf60da2c6793191eac5,MC4wZnI4dTg0NDZ1cQ==,/bp,,2021-05-20 14:35:18.773,
9138,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5tZjZ4cWM1N2g0,/mobile-accessories/dailyobjects/airpods-case-cover/airpod-pro,,2021-05-20 08:34:28.849,
9139,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/crossbody-bags/lp,,2021-05-20 08:34:00.288,
9151,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/sp,,2021-05-20 08:34:16.957,
9152,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,screen_view_lfp,2021-05-20 08:34:48.970,"{'screen_name': 'lfp', 'filters': 'cid~2002'}"
9174,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,screen_view_lfp,2021-05-20 08:34:58.008,"{'screen_name': 'lfp', 'filters': 'cid~2001,collection~stripes,type~arch'}"
9290,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xMTVmZGFza3R2Y2I=,/pouches/lp,,2021-05-20 08:34:19.497,
9316,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4ydGZtMW50dnFubw==,/designer-collections/dailyobjects/screen-guard,,2021-05-20 08:33:34.816,
9418,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/gp,,2021-05-20 07:32:21.385,
9487,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/crossbody-bags/lp,,2021-05-20 08:34:53.291,
9637,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/crossbody-bags/lp,,2021-05-20 08:34:54.449,
9783,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,screen_view_cp,2021-05-20 08:34:50.578,"{'screen_name': 'cp', 'filters': 'cid~2000'}"
9822,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,view_item,2021-05-20 08:35:01.182,"{'currency': 'INR', 'value': 2199, 'items': [[{'key': 'item_id', 'value': 'CORA-QUIN-DOB-ARCH-CROSSBODY-BAG', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Coral Quin - Arch Crossbody Bag', 'type': 'STRING'}, {'key': 'item_category', 'value': '2001', 'type': 'STRING'}, {'key': 'price', 'value': 2199, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
9892,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5ra3R4ZHVlOW8yaw==,/designer-cases/oneplus/oneplus-7-pto,,2021-05-20 07:32:14.894,
9895,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,screen_view_lp,2021-05-20 08:34:47.572,"{'screen_name': 'lp', 'filters': 'cid~2002,collection~stripes'}"
9920,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/,,2021-05-20 08:34:57.301,
9921,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,screen_view_lp,2021-05-20 08:34:57.447,"{'screen_name': 'lp', 'filters': 'cid~2001,collection~stripes'}"
9929,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/crossbody-bags/lp,,2021-05-20 08:34:57.259,
10386,60a5e187cfb72611e06f5d2d,MC5tNnI1dWVueXZnZw==,/fn/nop,screen_view_lfp,2021-05-20 08:34:56.025,"{'screen_name': 'lfp', 'filters': 'cid~2001,type~arch'}"
10745,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5qeW5mNXFyc2lubg==,/travel/dailyobjects/eyewear-case,,2021-05-20 07:32:06.763,
11062,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5qeW5mNXFyc2lubg==,/fn/nop,screen_view_cp,2021-05-20 07:32:08.034,"{'screen_name': 'cp', 'filters': ''}"
11092,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/fn/nop,screen_view_hp,2021-05-20 07:32:43.093,"{'screen_name': 'hp', 'filters': ''}"
11148,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/,,2021-05-20 07:32:15.188,
11171,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/toup,,2021-05-20 07:33:30.329,
11352,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/gp,,2021-05-20 07:33:37.678,
11445,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/fn/nop,screen_view_gp,2021-05-20 07:33:38.014,"{'screen_name': 'gp', 'filters': 'page~static,type~warrantyPolicy'}"
11485,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/,,2021-05-20 07:32:40.118,
11614,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/toup,,2021-05-20 07:32:50.132,
11684,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/fn/nop,screen_view_hp,2021-05-20 07:34:03.796,"{'screen_name': 'hp', 'filters': ''}"
11856,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/,,2021-05-20 07:34:01.282,
11975,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/fn/nop,screen_view_hp,2021-05-20 07:33:34.171,"{'screen_name': 'hp', 'filters': ''}"
12753,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4xamwwMGMxZW81MQ==,/fn/nop,screen_view_gp,2021-05-20 07:34:12.597,"{'screen_name': 'gp', 'filters': 'page~static,type~shippingPolicy'}"
13373,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/rfp,,2021-05-20 10:34:41.104,
13797,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/,,2021-05-20 10:34:36.780,
14007,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/nop,screen_view_rfp,2021-05-20 10:34:38.845,"{'screen_name': 'rfp', 'filters': 'brand~apple,cid~1102,rf~model'}"
14229,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/dailyobjects-camo-lines-glass-case-cover-for-oneplus-8-pro/dp,,2021-05-20 11:35:42.546,
14586,60a5daf60da2c6793191eac5,MC4wZnI4dTg0NDZ1cQ==,/dailyobjects-sky-gradient-glass-case-cover-for-samsung-galaxy-m20/dp,,2021-05-20 14:36:47.919,
14667,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_dp,2021-05-20 11:35:43.605,"{'screen_name': 'dp', 'filters': 'pid~GLAS-CAMO-LINE-DOB-ON-8PRO'}"
14767,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_dp,2021-05-20 11:36:08.844,"{'screen_name': 'dp', 'filters': 'pid~GLAS-CAMO-LINE-DOB-AP-IPH11'}"
15416,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/bp,,2021-05-20 11:36:04.819,
15508,60a5daf60da2c6793191eac5,MC4wZnI4dTg0NDZ1cQ==,/oneplus-mobile-cases/rfp,,2021-05-20 14:36:53.871,
15709,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/bp,,2021-05-20 11:36:09.799,
16285,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC42NHdrdzI5ZnI3,/fn/nop,screen_view_cp,2021-05-20 08:36:10.394,"{'screen_name': 'cp', 'filters': 'cid~1500'}"
16498,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC50d2x5Z2RiZ2NvYg==,/fn/,,2021-05-20 10:34:44.232,
17035,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC42NHdrdzI5ZnI3,/designer-collections/dailyobjects/daily-protection,,2021-05-20 08:36:08.356,
17204,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC42NHdrdzI5ZnI3,/daily-protection/cp,,2021-05-20 08:36:09.921,
17735,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5hanExOTFkdTR2Zg==,/collection/feed/fleet,,2021-05-20 08:36:59.914,
17764,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/,,2021-05-20 11:36:27.758,
18039,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5haHBvejg2Y2Q3dg==,/fn/nop,screen_view_cp,2021-05-20 08:36:34.852,"{'screen_name': 'cp', 'filters': 'cid~1700'}"
18109,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/fn/nop,screen_view_lp,2021-05-20 11:36:27.744,"{'screen_name': 'lp', 'filters': 'brand~samsung,cid~1101,model~galaxy-m20'}"
18521,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5hanExOTFkdTR2Zg==,/collection,,2021-05-20 08:37:01.520,
18557,60a5daf60da2c6793191eac5,MC4wZnI4dTg0NDZ1cQ==,/oneplus/oneplus-8-pro-cases/lp,,2021-05-20 14:37:24.413,
18777,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5hanExOTFkdTR2Zg==,/fn/nop,screen_view_cp,2021-05-20 08:37:00.507,"{'screen_name': 'cp', 'filters': ''}"
18918,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5haHBvejg2Y2Q3dg==,/fn/nop,screen_view_cp,2021-05-20 08:36:33.657,"{'screen_name': 'cp', 'filters': ''}"
19048,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,screen_view_hp,2021-05-20 05:34:58.486,"{'screen_name': 'hp', 'filters': ''}"
19151,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/pagination,,2021-05-20 05:34:57.922,
19329,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4wb3JpbXpkaGkxZg==,/fn/nop,screen_view_lp,2021-05-20 08:38:48.658,"{'screen_name': 'lp', 'filters': 'cid~1302'}"
19550,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4wb3JpbXpkaGkxZg==,/designer-collections/dailyobjects/wallet-collection,,2021-05-20 08:38:47.062,
19739,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/ap/verify,,2021-05-20 00:50:42.498,
19742,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/top,,2021-05-20 00:50:51.691,
19923,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/odp,,2021-05-20 00:50:58.706,
19990,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/olp,,2021-05-20 00:50:44.322,
20020,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/top,,2021-05-20 00:51:00.133,
20065,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/nop,screen_view_hclp,2021-05-20 00:51:13.318,"{'screen_name': 'hclp', 'filters': ''}"
20144,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/nop,screen_view_hcp,2021-05-20 00:51:11.364,"{'screen_name': 'hcp', 'filters': ''}"
20145,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/hclp,,2021-05-20 00:51:13.228,
20177,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/hcp,,2021-05-20 00:51:11.251,
20213,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/odp,,2021-05-20 00:50:46.603,
20653,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/nop,screen_view_sfp,2021-05-20 00:53:21.770,"{'screen_name': 'sfp', 'filters': ''}"
20680,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/nop,screen_view_sfp,2021-05-20 00:52:14.325,"{'screen_name': 'sfp', 'filters': ''}"
20716,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:54.827,
20717,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:55.308,
20761,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/sfp,,2021-05-20 00:52:38.428,
20781,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:54:05.881,
20782,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:54:06.311,
20843,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:57.711,
20844,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:58.712,
20853,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/name/:value,,2021-05-20 00:53:33.255,
20854,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:54:16.850,
20855,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:54:19.931,
20858,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:54:09.275,
20861,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC4ybWUzYTkyYWN0dQ==,/fn/nop,screen_view_cp,2021-05-20 08:39:52.277,"{'screen_name': 'cp', 'filters': ''}"
20885,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/hcp,,2021-05-20 00:51:32.392,
20904,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/sfp,,2021-05-20 00:52:33.037,
20923,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:42.700,
20924,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:43.093,
20974,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:46.680,
21056,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/hclp,,2021-05-20 00:51:28.453,
21057,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/nop,screen_view_hcp,2021-05-20 00:51:46.579,"{'screen_name': 'hcp', 'filters': ''}"
21104,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/top,,2021-05-20 00:52:09.098,
21158,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/nop,screen_view_hcp,2021-05-20 00:51:25.202,"{'screen_name': 'hcp', 'filters': ''}"
21171,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/hcp,,2021-05-20 00:51:33.284,
21218,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:40.710,
21231,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:41.310,
21301,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/nop,screen_view_olp,2021-05-20 00:52:41.367,"{'screen_name': 'olp', 'filters': 'option1~001,option2~0011,referer~sfp'}"
21302,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/sfp,,2021-05-20 00:53:09.857,
21303,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/nop,screen_view_glp,2021-05-20 00:52:38.541,"{'screen_name': 'glp', 'filters': 'id~option2,option1~001,parentId~option1,referer~sfp'}"
21304,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/nop,screen_view_olp,2021-05-20 00:52:41.326,"{'screen_name': 'olp', 'filters': 'option1~001,option2~0011,referer~sfp'}"
21396,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/nop,screen_view_glp,2021-05-20 00:52:19.625,"{'screen_name': 'glp', 'filters': 'id~option2,option1~002,parentId~option1,referer~sfp'}"
21416,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:54:08.775,
21429,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:42.371,
21552,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:52.573,
21588,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:54:15.254,
21596,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:45.436,
21597,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:45.605,
21598,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/description/:value,,2021-05-20 00:53:46.891,
21668,9c2a93d4-70a2-4e0f-a328-9db4d52c54a7,MC5lZmZ4eDg4eXc1dQ==,/fn/sfp/validate/name/:value,,2021-05-20 00:53:35.341,
